participantid,condition,session,conversation,onset,duration,within_speaker,speaker_prior_turn,speaker_subsequent_turn,type
subj-01,robot,1,2,0.173,2.062,0,researcher,participant,silence
subj-01,robot,1,2,5.045,0.6340000000000003,0,participant,researcher,silence
subj-01,robot,1,2,6.55,0.3700000000000001,0,researcher,participant,silence
subj-01,robot,1,2,10.537,0.4289999999999985,0,participant,researcher,silence
subj-01,robot,1,2,12.457,1.205,0,researcher,participant,silence
subj-01,robot,1,2,16.065,0.639999999999997,1,participant,participant,silence
subj-01,robot,1,2,18.239,0.24399999999999977,1,participant,participant,silence
subj-01,robot,1,2,20.534,1.4800000000000004,0,researcher,participant,silence
subj-01,robot,1,2,23.605,0.23799999999999955,1,participant,participant,silence
subj-01,robot,1,2,24.418,0.8030000000000008,1,participant,participant,silence
subj-01,robot,1,2,26.125,1.2289999999999992,1,participant,participant,silence
subj-01,robot,1,2,28.238,0.4770000000000003,0,participant,researcher,silence
subj-01,robot,1,2,32.116,0.8569999999999993,0,researcher,participant,silence
subj-01,robot,1,2,34.294,0.8840000000000003,1,participant,participant,silence
subj-01,robot,1,2,37.912,0.5640000000000001,1,participant,participant,silence
subj-01,robot,1,2,39.314,1.543999999999997,0,participant,researcher,silence
subj-01,robot,1,2,42.073,0.22999999999999687,1,researcher,researcher,silence
subj-01,robot,1,2,43.097,1.2269999999999968,0,researcher,participant,silence
subj-01,robot,1,2,45.309,2.0730000000000004,1,participant,participant,silence
subj-01,robot,1,2,48.17,1.7369999999999948,1,participant,participant,silence
subj-01,robot,1,2,50.756,0.3710000000000022,1,participant,participant,silence
subj-01,robot,1,2,52.158,1.4679999999999964,1,participant,participant,silence
subj-01,robot,1,2,54.414,1.814,1,participant,participant,silence
subj-01,robot,1,2,56.537,0.3810000000000002,0,participant,researcher,speech
subj-01,robot,1,4,3.575,0.32499999999999973,1,participant,participant,silence
subj-01,robot,1,4,5.706,0.21799999999999997,0,researcher,participant,silence
subj-01,robot,1,4,7.651,0.3210000000000006,1,participant,participant,silence
subj-01,robot,1,4,13.179,0.238999999999999,1,participant,participant,silence
subj-01,robot,1,4,17.853,1.2709999999999972,0,researcher,participant,silence
subj-01,robot,1,4,19.743,0.011000000000002785,0,participant,researcher,silence
subj-01,robot,1,4,21.816,1.0160000000000018,0,researcher,participant,silence
subj-01,robot,1,4,25.072,0.4209999999999994,1,participant,participant,silence
subj-01,robot,1,4,26.641,0.22500000000000142,1,participant,participant,silence
subj-01,robot,1,4,27.752,0.2930000000000028,1,participant,participant,silence
subj-01,robot,1,4,29.149,0.21199999999999974,1,participant,participant,silence
subj-01,robot,1,4,30.311,0.25400000000000134,0,participant,researcher,silence
subj-01,robot,1,4,30.961,0.7420000000000009,0,researcher,participant,silence
subj-01,robot,1,4,35.758,0.5120000000000005,1,participant,participant,silence
subj-01,robot,1,4,37.709,0.1979999999999933,1,participant,participant,silence
subj-01,robot,1,4,42.017,0.23899999999999721,1,participant,participant,silence
subj-01,robot,1,4,45.483,1.3000000000000043,0,participant,researcher,silence
subj-01,robot,1,4,49.435,0.18299999999999983,1,participant,participant,silence
subj-01,robot,1,4,51.121,0.33099999999999596,1,participant,participant,silence
subj-01,robot,1,4,54.251,1.6210000000000022,0,researcher,participant,silence
subj-01,robot,1,4,4.349,0.5169999999999995,0,participant,researcher,speech
subj-01,robot,1,4,16.476,0.4430000000000014,1,researcher,researcher,speech
subj-01,robot,1,4,17.152,0.5350000000000001,0,participant,researcher,speech
subj-01,robot,1,4,51.69,0.8890000000000029,0,participant,researcher,speech
subj-01,robot,1,6,2.916,0.5640000000000001,1,participant,participant,silence
subj-01,robot,1,6,5.091,0.46199999999999974,1,participant,participant,silence
subj-01,robot,1,6,6.615,0.798,0,researcher,participant,silence
subj-01,robot,1,6,10.74,0.5640000000000001,0,participant,researcher,silence
subj-01,robot,1,6,12.895,1.138,0,researcher,participant,silence
subj-01,robot,1,6,14.541,1.1509999999999998,0,researcher,participant,silence
subj-01,robot,1,6,16.344,1.2809999999999988,1,participant,participant,silence
subj-01,robot,1,6,20.048,0.767000000000003,1,participant,participant,silence
subj-01,robot,1,6,24.113,2.621000000000002,0,researcher,participant,silence
subj-01,robot,1,6,29.173,1.0820000000000007,1,participant,participant,silence
subj-01,robot,1,6,32.338,0.35600000000000165,1,participant,participant,silence
subj-01,robot,1,6,34.863,0.5750000000000028,1,participant,participant,silence
subj-01,robot,1,6,37.526,0.4369999999999976,0,researcher,participant,silence
subj-01,robot,1,6,39.883,0.4369999999999976,1,participant,participant,silence
subj-01,robot,1,6,42.098,0.32800000000000296,1,participant,participant,silence
subj-01,robot,1,6,45.451,0.8029999999999973,0,researcher,participant,silence
subj-01,robot,1,6,48.012,1.6060000000000016,1,participant,participant,silence
subj-01,robot,1,6,52.971,0.5030000000000001,1,participant,participant,silence
subj-01,robot,1,6,55.633,1.1739999999999995,1,participant,participant,silence
subj-01,robot,1,6,58.336,0.6200000000000045,0,participant,researcher,silence
subj-01,robot,1,6,5.604,0.8689999999999998,0,participant,researcher,speech
subj-01,robot,1,6,20.851,0.2950000000000017,0,participant,researcher,speech
subj-01,robot,1,6,36.515,0.03499999999999659,0,participant,researcher,speech
subj-01,robot,1,6,42.647,0.6450000000000031,0,participant,researcher,speech
subj-01,human,2,1,1.25,0.08499999999999996,1,participant,participant,silence
subj-01,human,2,1,3.307,0.5750000000000002,0,researcher,participant,silence
subj-01,human,2,1,5.741,0.49400000000000066,1,participant,participant,silence
subj-01,human,2,1,7.814,0.18299999999999983,1,participant,participant,silence
subj-01,human,2,1,9.592,0.3509999999999991,1,participant,participant,silence
subj-01,human,2,1,10.761,0.8580000000000005,1,participant,participant,silence
subj-01,human,2,1,12.055,0.7029999999999994,1,participant,participant,silence
subj-01,human,2,1,16.37,0.4269999999999996,0,participant,researcher,silence
subj-01,human,2,1,24.676,0.4720000000000013,0,researcher,participant,silence
subj-01,human,2,1,29.934,0.43299999999999983,0,researcher,participant,silence
subj-01,human,2,1,33.095,0.6709999999999994,1,participant,participant,silence
subj-01,human,2,1,34.792,0.18299999999999983,1,participant,participant,silence
subj-01,human,2,1,37.322,0.6709999999999994,1,participant,participant,silence
subj-01,human,2,1,39.538,0.4870000000000019,1,participant,participant,silence
subj-01,human,2,1,42.174,0.19400000000000261,0,participant,researcher,silence
subj-01,human,2,1,44.892,0.11699999999999733,0,participant,researcher,silence
subj-01,human,2,1,47.937,0.4100000000000037,1,researcher,researcher,silence
subj-01,human,2,1,51.02,1.0060000000000002,1,participant,participant,silence
subj-01,human,2,1,54.17,0.20299999999999585,0,participant,researcher,silence
subj-01,human,2,1,54.861,0.3500000000000014,1,researcher,researcher,silence
subj-01,human,2,1,55.613,0.35999999999999943,1,researcher,researcher,silence
subj-01,human,2,1,57.32,0.12700000000000244,0,researcher,participant,silence
subj-01,human,2,1,57.604,0.33100000000000307,0,participant,researcher,silence
subj-01,human,2,1,59.311,0.2700000000000031,1,researcher,researcher,silence
subj-01,human,2,1,3.13,0.11100000000000021,0,participant,researcher,speech
subj-01,human,2,1,14.84,0.1280000000000001,0,participant,researcher,speech
subj-01,human,2,1,15.175,0.5439999999999987,0,researcher,participant,speech
subj-01,human,2,1,22.766,0.5340000000000025,1,participant,participant,speech
subj-01,human,2,1,25.449,0.7159999999999975,0,participant,researcher,speech
subj-01,human,2,1,33.918,0.23400000000000176,1,researcher,researcher,speech
subj-01,human,2,1,41.402,0.26899999999999835,1,researcher,researcher,speech
subj-01,human,2,1,44.588,0.07600000000000051,0,researcher,participant,speech
subj-01,human,2,1,48.363,0.21800000000000352,0,researcher,participant,speech
subj-01,human,2,1,48.845,0.44700000000000273,1,researcher,researcher,speech
subj-01,human,2,3,4.562,0.08199999999999985,0,researcher,participant,silence
subj-01,human,2,3,6.737,0.37099999999999955,1,participant,participant,silence
subj-01,human,2,3,8.139,0.23900000000000077,0,participant,researcher,silence
subj-01,human,2,3,10.83,0.5150000000000006,1,participant,participant,silence
subj-01,human,2,3,11.731,0.4930000000000003,1,participant,participant,silence
subj-01,human,2,3,12.996,0.46799999999999997,1,participant,participant,silence
subj-01,human,2,3,14.927,0.7620000000000005,0,participant,researcher,silence
subj-01,human,2,3,22.055,0.33000000000000185,0,researcher,participant,silence
subj-01,human,2,3,24.452,0.13799999999999812,1,participant,participant,silence
subj-01,human,2,3,25.982,1.032,1,participant,participant,silence
subj-01,human,2,3,27.954,1.0919999999999987,1,participant,participant,silence
subj-01,human,2,3,29.193,0.2289999999999992,1,participant,participant,silence
subj-01,human,2,3,31.632,0.17799999999999727,1,participant,participant,silence
subj-01,human,2,3,32.547,0.625,1,participant,participant,silence
subj-01,human,2,3,33.807,0.09899999999999665,1,participant,participant,silence
subj-01,human,2,3,34.904,0.492999999999995,1,participant,participant,silence
subj-01,human,2,3,36.245,0.20900000000000318,1,participant,participant,silence
subj-01,human,2,3,37.424,0.8590000000000018,1,participant,participant,silence
subj-01,human,2,3,41.631,0.4159999999999968,0,participant,researcher,silence
subj-01,human,2,3,45.289,0.26899999999999835,0,researcher,participant,silence
subj-01,human,2,3,46.529,0.5179999999999936,1,participant,participant,silence
subj-01,human,2,3,49.13,0.5079999999999956,0,participant,researcher,silence
subj-01,human,2,3,50.029,0.5129999999999981,0,researcher,participant,silence
subj-01,human,2,3,51.629,2.1500000000000057,1,participant,participant,silence
subj-01,human,2,3,56.786,0.6749999999999972,1,researcher,researcher,silence
subj-01,human,2,3,58.417,0.41199999999999903,1,researcher,researcher,silence
subj-01,human,2,3,1.575,0.4880000000000002,1,participant,participant,speech
subj-01,human,2,3,8.581,0.5129999999999999,0,researcher,participant,speech
subj-01,human,2,3,23.112,0.6580000000000013,1,researcher,researcher,speech
subj-01,human,2,3,42.576,0.3960000000000008,0,researcher,participant,speech
subj-01,human,2,3,44.451,0.8179999999999978,0,participant,researcher,speech
subj-01,human,2,5,1.306,0.08599999999999985,0,participant,researcher,silence
subj-01,human,2,5,4.867,0.3200000000000003,0,participant,researcher,silence
subj-01,human,2,5,7.159,0.8430000000000009,0,participant,researcher,silence
subj-01,human,2,5,10.552,0.2140000000000004,1,researcher,researcher,silence
subj-01,human,2,5,11.508,0.5280000000000005,1,researcher,researcher,silence
subj-01,human,2,5,16.065,0.07699999999999818,1,researcher,researcher,silence
subj-01,human,2,5,18.463,0.2789999999999999,1,participant,participant,silence
subj-01,human,2,5,19.174,0.5079999999999991,1,participant,participant,silence
subj-01,human,2,5,20.963,0.2989999999999995,1,participant,participant,silence
subj-01,human,2,5,22.507,0.7369999999999983,1,participant,participant,silence
subj-01,human,2,5,25.312,0.3299999999999983,1,participant,participant,silence
subj-01,human,2,5,27.141,0.0710000000000015,0,participant,researcher,silence
subj-01,human,2,5,27.507,0.5579999999999998,1,researcher,researcher,silence
subj-01,human,2,5,30.926,1.4529999999999994,0,researcher,participant,silence
subj-01,human,2,5,32.648,0.13699999999999335,0,participant,researcher,silence
subj-01,human,2,5,37.119,0.5790000000000006,1,researcher,researcher,silence
subj-01,human,2,5,38.542,0.32499999999999574,1,researcher,researcher,silence
subj-01,human,2,5,40.615,0.9039999999999964,1,researcher,researcher,silence
subj-01,human,2,5,45.756,0.9759999999999991,0,researcher,participant,silence
subj-01,human,2,5,49.333,0.3610000000000042,1,participant,participant,silence
subj-01,human,2,5,52.402,0.6550000000000011,1,participant,participant,silence
subj-01,human,2,5,54.637,0.8130000000000024,0,participant,researcher,silence
subj-01,human,2,5,56.344,0.29999999999999716,1,researcher,researcher,silence
subj-01,human,2,5,1.529,0.18800000000000017,0,researcher,participant,speech
subj-01,human,2,5,5.421,0.25899999999999945,0,researcher,participant,speech
subj-01,human,2,5,6.026,0.30400000000000027,1,researcher,researcher,speech
subj-01,human,2,5,17.005,0.3200000000000003,0,researcher,participant,speech
subj-01,human,2,5,53.103,0.5790000000000006,1,researcher,researcher,speech
subj-01,human,2,5,58.341,0.6659999999999968,0,researcher,participant,speech
subj-01,robot,2,2,3.831,0.27400000000000047,1,participant,participant,silence
subj-01,robot,2,2,4.364,0.5129999999999999,0,participant,researcher,silence
subj-01,robot,2,2,5.319,0.25400000000000045,0,researcher,participant,silence
subj-01,robot,2,2,7.204,0.36600000000000055,0,researcher,participant,silence
subj-01,robot,2,2,9.196,0.7520000000000007,0,participant,researcher,silence
subj-01,robot,2,2,11.208,0.9749999999999996,0,researcher,participant,silence
subj-01,robot,2,2,13.199,0.6150000000000002,1,participant,participant,silence
subj-01,robot,2,2,17.244,1.1120000000000019,1,participant,participant,silence
subj-01,robot,2,2,21.273,2.713000000000001,1,participant,participant,silence
subj-01,robot,2,2,25.352,1.193999999999999,0,researcher,participant,silence
subj-01,robot,2,2,27.974,0.1930000000000014,1,participant,participant,silence
subj-01,robot,2,2,29.071,0.9199999999999982,1,participant,participant,silence
subj-01,robot,2,2,31.591,1.3930000000000007,1,researcher,researcher,silence
subj-01,robot,2,2,34.335,1.0869999999999962,0,researcher,participant,silence
subj-01,robot,2,2,38.806,1.743000000000002,1,participant,participant,silence
subj-01,robot,2,2,44.659,0.25900000000000034,0,participant,researcher,silence
subj-01,robot,2,2,47.443,1.2650000000000006,1,participant,participant,silence
subj-01,robot,2,2,49.44,0.36599999999999966,1,participant,participant,silence
subj-01,robot,2,2,55.389,2.3219999999999956,0,researcher,participant,silence
subj-01,robot,2,2,5.924,0.46699999999999964,0,participant,researcher,speech
subj-01,robot,2,2,24.189,0.3099999999999987,0,participant,researcher,speech
subj-01,robot,2,2,30.052,0.5229999999999997,0,participant,researcher,speech
subj-01,robot,2,2,53.895,0.2949999999999946,0,participant,researcher,speech
subj-01,robot,2,4,3.628,0.029999999999999805,0,participant,researcher,silence
subj-01,robot,2,4,4.029,0.6959999999999997,1,researcher,researcher,silence
subj-01,robot,2,4,5.726,0.24399999999999977,0,researcher,participant,silence
subj-01,robot,2,4,6.839,0.43599999999999994,0,researcher,participant,silence
subj-01,robot,2,4,9.948,0.17300000000000004,1,participant,participant,silence
subj-01,robot,2,4,10.715,0.391,1,participant,participant,silence
subj-01,robot,2,4,12.651,0.9350000000000005,1,researcher,researcher,silence
subj-01,robot,2,4,14.846,0.8379999999999992,0,researcher,participant,silence
subj-01,robot,2,4,17.242,0.08299999999999841,1,participant,participant,silence
subj-01,robot,2,4,18.91,0.8019999999999996,1,participant,participant,silence
subj-01,robot,2,4,21.247,0.20700000000000074,0,researcher,participant,silence
subj-01,robot,2,4,23.076,0.5339999999999989,1,participant,participant,silence
subj-01,robot,2,4,24.268,0.33200000000000074,1,participant,participant,silence
subj-01,robot,2,4,26.45,0.402000000000001,1,participant,participant,silence
subj-01,robot,2,4,29.254,1.168999999999997,0,participant,researcher,silence
subj-01,robot,2,4,32.323,1.7070000000000007,0,researcher,participant,silence
subj-01,robot,2,4,35.026,0.715999999999994,1,participant,participant,silence
subj-01,robot,2,4,36.306,0.8940000000000055,1,participant,participant,silence
subj-01,robot,2,4,37.566,1.5649999999999977,0,researcher,participant,silence
subj-01,robot,2,4,40.025,1.3520000000000039,1,participant,participant,silence
subj-01,robot,2,4,44.374,0.18299999999999983,1,participant,participant,silence
subj-01,robot,2,4,45.695,0.6180000000000021,1,participant,participant,silence
subj-01,robot,2,4,50.044,0.9710000000000036,0,participant,researcher,silence
subj-01,robot,2,4,54.84,0.5389999999999944,1,researcher,researcher,silence
subj-01,robot,2,4,55.938,0.5739999999999981,1,researcher,researcher,silence
subj-01,robot,2,4,57.36,2.3320000000000007,0,researcher,participant,silence
subj-01,robot,2,4,4.857,0.25399999999999956,1,participant,participant,speech
subj-01,robot,2,4,5.98,0.34999999999999964,0,participant,researcher,speech
subj-01,robot,2,4,11.127,0.641,0,participant,researcher,speech
subj-01,robot,2,4,19.926,0.3460000000000001,0,participant,researcher,speech
subj-01,robot,2,4,37.221,0.31500000000000483,0,participant,researcher,speech
subj-01,robot,2,6,2.774,0.4620000000000002,1,participant,participant,silence
subj-01,robot,2,6,4.166,0.46199999999999974,1,participant,participant,silence
subj-01,robot,2,6,6.493,0.6609999999999996,1,researcher,researcher,silence
subj-01,robot,2,6,7.58,0.2190000000000003,0,researcher,participant,silence
subj-01,robot,2,6,9.267,1.5090000000000003,0,participant,researcher,silence
subj-01,robot,2,6,12.204,0.25899999999999856,0,researcher,participant,silence
subj-01,robot,2,6,14.663,0.4930000000000003,0,researcher,participant,silence
subj-01,robot,2,6,18.443,1.2899999999999991,0,participant,researcher,silence
subj-01,robot,2,6,21.633,0.8230000000000004,1,researcher,researcher,silence
subj-01,robot,2,6,23.625,2.0120000000000005,0,researcher,participant,silence
subj-01,robot,2,6,26.516,0.27900000000000347,1,participant,participant,silence
subj-01,robot,2,6,29.762,1.3569999999999993,1,participant,participant,silence
subj-01,robot,2,6,32.404,1.3179999999999978,1,participant,participant,silence
subj-01,robot,2,6,36.855,0.6760000000000019,0,participant,researcher,silence
subj-01,robot,2,6,40.188,2.4540000000000006,0,researcher,participant,silence
subj-01,robot,2,6,43.338,0.2839999999999989,1,participant,participant,silence
subj-01,robot,2,6,44.699,0.8900000000000006,1,participant,participant,silence
subj-01,robot,2,6,46.772,0.26500000000000057,1,participant,participant,silence
subj-01,robot,2,6,49.658,1.6920000000000002,0,researcher,participant,silence
subj-01,robot,2,6,51.934,0.5190000000000055,1,participant,participant,silence
subj-01,robot,2,6,54.983,0.4870000000000019,1,participant,participant,silence
subj-01,robot,2,6,4.994,0.7240000000000002,0,participant,researcher,speech
subj-01,robot,2,6,7.186,0.32200000000000006,1,participant,participant,speech
subj-01,robot,2,6,12.813,0.40199999999999925,0,participant,researcher,speech
subj-01,robot,2,6,48.586,0.13700000000000045,0,participant,researcher,speech
subj-01,human,3,1,1.194,0.19799999999999995,1,participant,participant,silence
subj-01,human,3,1,3.709,0.04499999999999993,0,participant,researcher,silence
subj-01,human,3,1,4.319,0.1980000000000004,1,researcher,researcher,silence
subj-01,human,3,1,5.838,0.16699999999999982,0,researcher,participant,silence
subj-01,human,3,1,7.636,0.3360000000000003,0,participant,researcher,silence
subj-01,human,3,1,10.332,0.16499999999999915,1,researcher,researcher,silence
subj-01,human,3,1,11.635,0.8979999999999997,0,researcher,participant,silence
subj-01,human,3,1,14.642,0.6000000000000014,1,participant,participant,silence
subj-01,human,3,1,17.081,0.5280000000000022,1,participant,participant,silence
subj-01,human,3,1,18.605,0.477999999999998,1,participant,participant,silence
subj-01,human,3,1,19.743,0.3130000000000024,1,participant,participant,silence
subj-01,human,3,1,21.262,0.39699999999999847,1,participant,participant,silence
subj-01,human,3,1,22.568,0.48799999999999955,1,participant,participant,silence
subj-01,human,3,1,24.763,0.3460000000000001,1,participant,participant,silence
subj-01,human,3,1,27.303,0.5489999999999995,1,participant,participant,silence
subj-01,human,3,1,30.372,0.28999999999999915,1,participant,participant,silence
subj-01,human,3,1,33.217,0.3410000000000011,1,participant,participant,silence
subj-01,human,3,1,34.782,0.4830000000000041,1,participant,participant,silence
subj-01,human,3,1,38.156,0.5279999999999987,1,participant,participant,silence
subj-01,human,3,1,38.847,1.9960000000000022,0,participant,researcher,silence
subj-01,human,3,1,41.854,0.1880000000000024,1,researcher,researcher,silence
subj-01,human,3,1,44.252,0.37599999999999767,1,researcher,researcher,silence
subj-01,human,3,1,46.02,0.5409999999999968,1,researcher,researcher,silence
subj-01,human,3,1,50.131,1.189,1,researcher,researcher,silence
subj-01,human,3,1,53.596,0.39100000000000534,1,researcher,researcher,silence
subj-01,human,3,1,55.079,0.24900000000000233,1,researcher,researcher,silence
subj-01,human,3,1,28.279,0.4269999999999996,0,participant,researcher,speech
subj-01,human,3,1,29.223,0.6000000000000014,0,researcher,participant,speech
subj-01,human,3,3,0.396,0.579,1,participant,participant,silence
subj-01,human,3,3,2.815,0.15700000000000003,0,participant,researcher,silence
subj-01,human,3,3,3.221,0.2490000000000001,1,researcher,researcher,silence
subj-01,human,3,3,8.627,0.6099999999999994,1,researcher,researcher,silence
subj-01,human,3,3,12.956,3.6479999999999997,0,researcher,participant,silence
subj-01,human,3,3,17.0,0.45200000000000173,0,participant,researcher,silence
subj-01,human,3,3,21.857,0.5330000000000013,1,researcher,researcher,silence
subj-01,human,3,3,24.539,2.0279999999999987,0,researcher,participant,silence
subj-01,human,3,3,28.726,0.6660000000000004,1,participant,participant,silence
subj-01,human,3,3,30.149,0.4059999999999988,1,participant,participant,silence
subj-01,human,3,3,31.693,0.5339999999999954,1,participant,participant,silence
subj-01,human,3,3,33.258,0.7209999999999965,1,participant,participant,silence
subj-01,human,3,3,36.001,0.41199999999999903,1,participant,participant,silence
subj-01,human,3,3,37.221,0.9300000000000068,1,participant,participant,silence
subj-01,human,3,3,40.919,0.595000000000006,1,participant,participant,silence
subj-01,human,3,3,43.602,0.4830000000000041,1,participant,participant,silence
subj-01,human,3,3,44.821,0.19900000000000517,1,participant,participant,silence
subj-01,human,3,3,46.739,2.020000000000003,1,participant,participant,silence
subj-01,human,3,3,49.003,0.11599999999999966,0,participant,researcher,silence
subj-01,human,3,3,49.653,0.09199999999999875,0,researcher,participant,silence
subj-01,human,3,3,51.599,1.1280000000000001,1,participant,participant,silence
subj-01,human,3,3,53.824,0.25900000000000034,1,researcher,researcher,silence
subj-01,human,3,3,55.435,0.2740000000000009,1,researcher,researcher,silence
subj-01,human,3,3,57.015,1.2169999999999987,1,researcher,researcher,silence
subj-01,human,3,5,4.231,0.40300000000000047,0,participant,researcher,silence
subj-01,human,3,5,13.504,2.9060000000000006,1,researcher,researcher,silence
subj-01,human,3,5,17.345,0.3049999999999997,0,researcher,participant,silence
subj-01,human,3,5,21.024,0.6549999999999976,1,researcher,researcher,silence
subj-01,human,3,5,26.47,2.3880000000000017,0,researcher,participant,silence
subj-01,human,3,5,29.886,1.5429999999999993,1,participant,participant,silence
subj-01,human,3,5,33.664,0.11699999999999733,0,participant,researcher,silence
subj-01,human,3,5,36.936,0.28000000000000114,1,participant,participant,silence
